WineIndex,Type,Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year
6925,Red,Cabernet Sauvignon 2016,Spain,Dominio de Valdepusa,Marqués de Griñon,4.2,63,27.36,2016
6926,Red,Terroir Littoral Merlot 2018,France,Languedoc-Roussillon,Fortant,2.9,63,6.51,2018
6927,Red,Douro Omlet Tinto 2009,Portugal,Douro,Niepoort,3.8,63,40.85,2009
6928,Red,Brunello di Montalcino 2014,Italy,Brunello di Montalcino,Fattoria dei Barbi,4,630,28.62,2014
6929,Red,Zinfandel 2017,United States,California,Beringer,3.7,630,7.45,2017
6930,Red,Saint-Estèphe 2015,France,Saint-Estèphe,Château Phélan Ségur,3.9,630,68.95,2015
6931,Red,Brecciarolo Rosso Piceno Superiore 2016,Italy,Rosso Piceno,Velenosi,3.8,630,7.9,2016
6932,Red,Cabernet Sauvignon 2014,United States,Columbia Valley,Two Vines,3.5,630,8.9,2014
6933,Red,Els Pics 2017,Spain,Priorat,Bodegas Mas Alta,4.1,631,15.11,2017
6934,Red,Crianza 2017,Spain,Rioja,Hacienda López de Haro,3.6,632,6.95,2017
6935,Red,Reserva 2015,Spain,Cigales,Museum,3.9,632,15.89,2015
6936,Red,B Crux Blend 2008,Argentina,Uco Valley,O. Fournier,3.9,633,17.5,2008
6937,Red,Lalande-de-Pomerol 2011,France,Lalande-de-Pomerol,Château La Fleur de Boüard,3.8,633,32.9,2011
6938,Red,Bordeaux Supérieur 2016,France,Bordeaux Supérieur,Château David Beaulieu,3.6,633,9.74,2016
6939,Red,Pinotage 2016,South Africa,Coastal Region,Fleur du Cap,3.7,633,12.03,2016
6940,Red,Tribu Cabernet Sauvignon 2014,Argentina,Mendoza,Trivento,3.1,634,7.89,2014
6941,Red,Filsell Shiraz 2016,Australia,Barossa,Grant Burge,4,635,26.8,2016
6942,Red,Poggio Pasano Primitivo di Manduria 2017,Italy,Primitivo di Manduria,Cantina Sava,3.8,636,13.45,2017
6943,Red,Château Cambon Beaujolais 2018,France,Beaujolais,Domaine Mathieu & Camille Lapierre,3.9,636,13.9,2018
6944,Red,Réserve Spéciale Cabernet Sauvignon 2017,France,Pays d'Oc,Gérard Bertrand,3.7,636,8.32,2017
6945,Red,Mirto 2012,Spain,Rioja,Ramón Bilbao,4.2,637,42.5,2012
6946,Red,Red 2013,United States,Red Mountain,Col Solare,4.2,637,75,2013
6947,Red,Reserve Cabernet Sauvignon 2010,United States,Oakville,Robert Mondavi,4.3,638,90.47,2010
6948,Red,Saint-Estèphe 2012,France,Saint-Estèphe,Château Le Crock,3.9,639,30.7,2012
6949,Red,Toscana 2015,Italy,Toscana,Orma,4.3,639,56.16,2015
6950,Red,Mormoreto Toscana 2015,Italy,Toscana,Castello Nipozzano,4.4,639,60.44,2015
6951,Red,Rioja Reserva 2014,Spain,Rioja,El Meson,4,64,11.89,2014
6952,Red,Saint-Émilion Grand Cru 2005,France,Saint-Émilion Grand Cru,Lynsolence,4.2,64,58.95,2005
6953,Red,Cabernet Sauvignon 2017,South Africa,Stellenbosch,Neil Ellis,3.7,64,15.79,2017
6954,Red,Rust Blaufränkisch Ried Gmärk Trocken 2016,Austria,Burgenland,Ernst Triebaumer,3.6,64,11.76,2016
6955,Red,Saint-Émilion Grand Cru 2015,France,Saint-Émilion Grand Cru,Château Haut-Pontet,4,64,25.47,2015
6956,Red,Mas Rabell Tempranillo 2017,Spain,Penedès,Torres,3.5,64,7.85,2017
6957,Red,Plansel Selecta Colheita Seleccionada Touriga Nacional 2010,Portugal,Alentejano,Quinta da Plansel,3.9,64,48.74,2010
6958,Red,Bricco Dei Merli Barbera d'Alba 2017,Italy,Barbera d'Alba,Elvio Cogno,3.7,64,15.99,2017
6959,Red,Brunello di Montalcino Riserva 2010,Italy,Brunello di Montalcino,Altesino,4.4,64,79.49,2010
6960,Red,Mount Hermon Indigo 2019,Israel,Galilee,Hermon,3.6,64,11.46,2019
6961,Red,Levigne Chianti Classico Riserva 2013,Italy,Chianti Classico,Istine,3.7,64,32.14,2013
6962,Red,Crozes-Hermitage Les Meysonniers 2018,France,Crozes-Hermitage,M. Chapoutier,3.7,64,17.36,2018
6963,Red,Mâcon 2014,France,Mâcon,Antonin Rodet,3.1,64,10.8,2014
6964,Red,Dolcetto d'Alba 2018,Italy,Dolcetto d'Alba,E. Pira & Figli,3.8,64,17.36,2018
6965,Red,Corton Clos des Cortons Faiveley Grand Cru (Monopole) 2014,France,Corton Grand Cru,Faiveley,4.3,64,162.9,2014
6966,Red,Taormina 2018,Italy,Sicilia,Montedidio,3.8,64,5.8,2018
6967,Red,Médoc 2014,France,Médoc,Château du Perier,3.4,64,13.76,2014
6968,Red,Toscana 2014,Italy,Toscana,Poggio delle Faine,3.8,64,9.6,2014
6969,Red,Alto Sangiovese 2011,Italy,Toscana,Petra,3.9,64,39.58,2011
6970,Red,Regaleali Nero d'Avola 2017,Italy,Terre Siciliane,Tasca d'Almerita,3.5,64,7.66,2017
6971,Red,Vigneto Poggio Doria Brunello di Montalcino 2012,Italy,Brunello di Montalcino,Tenute Silvio Nardi,4.1,64,91.25,2012
6972,Red,Saint-Émilion Grand Cru 2013,France,Saint-Émilion Grand Cru,Clos Dubreuil,3.6,64,77.01,2013
6973,Red,Isola dei Nuraghi 2015,Italy,Isola dei Nuraghi,Surrau,3.7,64,12.56,2015
6974,Red,Echezeaux Grand Cru 2013,France,Échezeaux Grand Cru,Domaine des Perdrix,4.3,64,208.2,2013
6975,Red,Tribun 2015,Romania,Murfatlar,Alira,3.6,64,10.9,2015
6976,Red,Edición Fábulas Tempranillo 2018,Spain,Rioja,Larchago,3.3,64,7.9,2018
6977,Red,Cuvée Tradition Bordeaux 2017,France,Bordeaux,Château Monplaisir,3,64,5.74,2017
6978,Red,JT Rouge Costières de Nîmes 2016,France,Costières-de-Nîmes,Château de Nages,3.8,64,18.03,2016
6979,Red,Vino Nobile di Montepulciano Costa Grande 2015,Italy,Vino Nobile di Montepulciano,Boscarelli,4.4,64,44,2015
6980,Red,Crianza Garnacha 2016,Spain,Rioja,El Coto,3.9,64,8.5,2016
6981,Red,Bärba Cesco Barbera d'Alba Superiore 2015,Italy,Barbera d'Alba,Elio Filippino,4.3,64,21.66,2015
6982,Red,Haut-Médoc 2016,France,Haut-Médoc,Château Larrivaux,3.9,64,17.95,2016
6983,Red,Rouge (Estate Reserve) 2012,South Africa,Stellenbosch,Morgenster Estate,4.1,64,36.5,2012
6984,Red,La Côte Pinot Noir 2013,United States,Sta. Rita Hills,Domaine de la Côte,4.1,64,85,2013
6985,Red,Tinto 2016,Spain,Ribera del Duero,Sei Solo,4.3,64,53.34,2016
6986,Red,Antigua Monica di Sardegna 2018,Italy,Monica di Sardegna,Santadi,3.5,64,8.9,2018
6987,Red,Milbrandt Syrah 2017,United States,Wahluke Slope,K Vintners,3.9,64,46.31,2017
6988,Red,Saint Joseph Rouge 2014,France,Saint-Joseph,Cave de Tain,3.6,64,20.99,2014
6989,Red,Grenache - Shiraz - Mourvedre Postmaster 2015,Australia,McLaren Vale,Fox Creek,3.8,64,17.95,2015
6990,Red,Prima La Encina 2018,Spain,Ribera del Duero,Portia,3.9,64,18.99,2018
6991,Red,Ribera del Duero Crianza 2015,Spain,Ribera del Duero,Vega Real,3.5,64,9.99,2015
6992,Red,Barbera del Monferrato 2011,Italy,Barbera del Monferrato,Villa Sparina,3.5,64,27.28,2011
6993,Red,Spätburgunder JS 2017,Germany,Ahr,Jean Stodden,3.8,64,23.02,2017
6994,Red,Reserva de Familia Syrah 2015,Spain,Lanzarote,El Grifo,4.1,64,33.99,2015
6995,Red,Château la Pensée Lalande de Pomerol 2016,France,Lalande-de-Pomerol,Vignoble Mingot,3.6,64,16.94,2016
6996,Red,Kékfrankos 2017,Hungary,Villány,Hummel,3.6,64,9.5,2017
6997,Red,Finca Dofí 1996,Spain,Priorat,Álvaro Palacios,4.2,64,64.49,1996
6998,Red,Giravolta Primitivo di Manduria 2016,Italy,Primitivo di Manduria,Felline,4.1,64,11.5,2016
6999,Red,Ermitage l'Ermite 2004,France,Hermitage,M. Chapoutier,4.4,64,178.8,2004
7000,Red,Gaglioppo 2018,Italy,Calabria,Statti,3.8,64,9.5,2018
7001,Red,Cabernet Sauvignon 2016,United States,California,Spellbound,3.7,640,14.49,2016
7002,Red,120 Syrah 2015,Chile,Central Valley,Santa Rita,3.2,641,6.33,2015
7003,Red,Malbec 2017,Argentina,Mendoza,Dante Robino,3.4,641,11.15,2017
7004,Red,Propiedad Rioja 2015,Spain,Rioja,Palacios Remondo,4.1,642,26.61,2015
7005,Red,Douro Redoma Tinto 2015,Portugal,Douro,Niepoort,4.1,642,33.2,2015
7006,Red,Pessac-Léognan 2011,France,Pessac-Léognan,Château Haut-Bailly,4.1,642,72.73,2011
7007,Red,Vinsobres Les Cornuds 2016,France,Vinsobres,Famille Perrin,3.8,643,10.95,2016
7008,Red,Roccamora Negroamaro 2016,Italy,Nardò,Schola Sarmenti,4,644,24.34,2016
7009,Red,Rouge 2017,South Africa,Stellenbosch,Alto Estate,3.7,644,14.5,2017
7010,Red,Cabernet Sauvignon 2017,United States,California,Woodhaven,4,644,7.95,2017
7011,Red,Barbera d'Alba Sovrana 2017,Italy,Barbera d'Alba,Batasiolo,4,644,8.89,2017
7012,Red,Pessac-Léognan (Grand Cru Classé de Graves) 2008,France,Pessac-Léognan,Château de Fieuzal,4,645,39.95,2008
7013,Red,Vinum Italicum No 3 Opera 2017,Italy,Veneto,Tinazzi,4.2,646,19.95,2017
7014,Red,FAY Cabernet Sauvignon 2015,United States,Napa Valley,Stag's Leap Wine Cellars,4.5,646,156.17,2015
7015,Red,Haut-Médoc (Grand Cru Classé) 2014,France,Haut-Médoc,Château de Camensac,3.7,647,28.9,2014
7016,Red,S.L.V. Cabernet Sauvignon 2013,United States,Napa Valley,Stag's Leap Wine Cellars,4.5,648,179,2013
7017,Red,Grange 2009,Australia,South Australia,Penfolds,4.6,648,730.12,2009
7018,Red,Cabernet Sauvignon 2014,South Africa,Stellenbosch,Kanonkop,4.2,648,30.5,2014
7019,Red,Caro 2016,Argentina,Mendoza,Caro (Catena and Rothschild),4.2,649,50,2016
7020,Red,Ink 2017,Austria,Neusiedlersee,Judith Beck,3.7,649,9.9,2017
7021,Red,Château d'Ampuis Côte-Rôtie 2015,France,Côte-Rôtie,E. Guigal,4.2,649,99,2015
7022,Red,Pinot Noir 2017,South Africa,Elgin,Iona,3.7,65,19.9,2017
7023,Red,Cuvée Apanage Côtes de Bourg 2015,France,Côtes de Bourg,Château Puybarbe,3.8,65,11.95,2015
7024,Red,Picarios 2016,Spain,Yecla,Castaño,3.3,65,17.55,2016
7025,Red,Parcela 23 Tempranillo 2017,Spain,Castilla,Finca Constancia,3.5,65,8.99,2017
7026,Red,Valtellina Superiore Fracia 2015,Italy,Valtellina Superiore,Nino Negri,3.8,65,18.97,2015
7027,Red,Chianti 2016,Italy,Chianti,Montellori,3.6,65,8.99,2016
7028,Red,Merlot 2016,Italy,Südtirol - Alto Adige,Tramin,3.7,65,8.6,2016
7029,Red,Poetry Cabernet Sauvignon 2019,South Africa,Western Cape,Flagstone,3.7,65,8.95,2019
7030,Red,Touriga Nacional 2017,Portugal,Douro,Quinta da Romaneira,4.3,65,32.3,2017
7031,Red,Frontier Cabernet Sauvignon 2018,South Africa,Stellenbosch,Guardian Peak,3.5,65,9.9,2018
7032,Red,La Parrazal 2009,France,Côtes du Tarn,Comte de Thun,3.6,65,15,2009
7033,Red,Acinipo 2013,Spain,Sierras de Málaga,F. Schatz,4.1,65,19,2013
7034,Red,Brunello di Montalcino 2015,Italy,Toscana,Uccelliera,4.2,65,58.1,2015
7035,Red,Brunello di Montalcino 2011,Italy,Brunello di Montalcino,San Filippo,4.1,65,33.9,2011
7036,Red,Barolo Ravera 2015,Italy,Barolo,G.D. Vajra,4.1,65,74.75,2015
7037,Red,Refosco dal Peduncolo Rosso 2016,Italy,Colli Orientali del Friuli,Livio Felluga,3.9,65,17.9,2016
7038,Red,Costalago Rosso Veronese 2018,Italy,Rosso Veronese,Zeni,3.9,65,8.9,2018
7039,Red,Cabrida Old Vines Garnacha 2015,Spain,Montsant,Capçanes,4,65,37.04,2015
7040,Red,Serpico 2013,Italy,Irpinia,Feudi di San Gregorio,3.9,65,52.5,2013
7041,Red,Perenzo 2011,Italy,Maremma Toscana,Fattoria di Magliano,3.7,65,24.88,2011
7042,Red,Rasteau Vieilles Vignes 2016,France,Rasteau,Tardieu-Laurent,3.7,65,20.47,2016
7043,Red,Vive Malbec 2019,Argentina,Mendoza,Alta Vista,3.6,65,9.5,2019
7044,Red,Langhe Dolcetto 2018,Italy,Dolcetto d'Alba,Mauro Molino,3.4,65,9.26,2018
7045,Red,Colle Secco Montepulciano d'Abruzzo Rubino 2016,Italy,Montepulciano d'Abruzzo,Cantina Tollo,3.8,65,9.75,2016
7046,Red,Les Terroirs Vieux Carignan 2018,France,Hérault,Calmel & Joseph,3.5,65,8.7,2018
7047,Red,Modri Pinot 2012,Slovenia,Štajerska,Dveri Pax,3.9,65,14.5,2012
7048,Red,Rioja Crianza 2016,Spain,Rioja,El Meson,3.8,65,7.7,2016
7049,Red,Cuvée Giro Rot 2015,Germany,Rheinhessen,Kühling-Gillot,3.7,65,12.49,2015
7050,Red,Hill Side 2016,Austria,Burgenland,Leo Hillinger,4,65,15.9,2016
7051,Red,Montepulciano d'Abruzzo Il Fondatore 2018,Italy,Montepulciano d'Abruzzo,Epicuro,3.4,65,6.88,2018
7052,Red,Kleine Rust Pinotage - Shiraz 2018,South Africa,Stellenbosch,Stellenrust,3.5,65,6.88,2018
7053,Red,Poggio a'Frati Chianti Classico Riserva 2015,Italy,Chianti Classico,Rocca di Castagnoli,3.8,65,21.5,2015
7054,Red,Desiderio Merlot 2016,Italy,Cortona,Avignonesi,4,65,43.51,2016
7055,Red,Brauneberger Klostergarten Pinot Noir*** 2009,Germany,Mosel,Markus Molitor,4,65,88.95,2009
7056,Red,Per Sempre Syrah Toscana 2015,Italy,Toscana,Tua Rita,4.2,65,154.23,2015
7057,Red,Kaliber 12 Spätburgunder 2016,Germany,Rheinhessen,Adams,3.5,65,11,2016
7058,Red,Le Clos Rouge Crozes-Hermitage 2011,France,Crozes-Hermitage,Delas,4,65,39.9,2011
7059,Red,Kleiner Schwarzer 2017,Germany,Pfalz,Weingut Metzger,3.8,65,10.67,2017
7060,Red,Etna Rosso 2018,Italy,Etna,Tenuta delle Terre Nere,3.9,650,14.9,2018
7061,Red,Montepulciano D'Abruzzo 2018,Italy,Montepulciano d'Abruzzo,Zonin,3.5,650,6.41,2018
7062,Red,Margaux (Grand Cru Classé) 2008,France,Margaux,Château Cantenac Brown,4.1,651,68.55,2008
7063,Red,Castillon - Côtes de Bordeaux 2015,France,Castillon - Côtes de Bordeaux,Château d'Aiguilhe,4,651,32.36,2015
7064,Red,Las Mulas Reserva Carmenère 2017,Chile,Central Valley,Miguel Torres,3.7,651,9.65,2017
7065,Red,Pinotage 2018,South Africa,Durbanville,Diemersdal,4,651,11.75,2018
7066,Red,Church Block Cabernet Sauvignon - Shiraz - Merlot 2015,Australia,McLaren Vale,Wirra Wirra,3.8,651,19.49,2015
7067,Red,Châteauneuf-du-Pape 2016,France,Châteauneuf-du-Pape,Domaine de Beaurenard,4.2,651,38,2016
7068,Red,Red 2015,Austria,Burgenland,Heinrich,3.5,652,8.75,2015
7069,Red,Zinfandel 2017,United States,California,Robert Mondavi Private Selection,3.9,652,13.82,2017
7070,Red,Moreccio Bolgheri 2016,Italy,Bolgheri,Casa di Terra,3.8,653,14.63,2016
7071,Red,Margaux 2015,France,Margaux,Château La Tour de Mons,3.9,653,25.24,2015
7072,Red,Due Lune Nerello Mascalese - Nero d'Avola 2017,Italy,Terre Siciliane,Cellaro,4.2,654,15.89,2017
7073,Red,120 Merlot 2016,Chile,Central Valley,Santa Rita,3.2,654,6.77,2016
7074,Red,Saint-Estèphe 2014,France,Saint-Estèphe,Château Haut-Beauséjour,3.9,654,27.71,2014
7075,Red,Il Bacialé Monferrato Rosso 2014,Italy,Monferrato,Braida,3.7,655,15.4,2014
7076,Red,Wallace (Shiraz - Grenache) 2016,Australia,Barossa Valley,Glaetzer,3.8,655,19.99,2016
7077,Red,Barbera d'Asti Camp du Rouss 2016,Italy,Barbera d'Asti,Coppo,4,655,18.97,2016
7078,Red,Reserva 2013,Spain,Valdepeñas,Señorio de Los Llanos,3.3,657,4.95,2013
7079,Red,Saint-Estèphe (Grand Cru Classé) 2010,France,Saint-Estèphe,Château Montrose,4.4,657,279,2010
7080,Red,Sperss Langhe 2011,Italy,Langhe,Gaja,4.5,657,212.43,2011
7081,Red,Brunello di Montalcino 2013,Italy,Brunello di Montalcino,Podere Brizio,4.2,657,42,2013
7082,Red,Garnacha 2018,Spain,Rioja,La Maldita,3.6,657,8.7,2018
7083,Red,Mourvèdre 2017,France,Pays d'Oc,Les Jamelles,3.8,657,6.33,2017
7084,Red,Zinfandel 2017,United States,California,Dark Horse,3.6,659,6.31,2017
7085,Red,Crianza 2014,Spain,Rioja,Don Sebastian,3.2,66,23.4,2014
7086,Red,La Segreta Il Rosso 2018,Italy,Sicilia,Planeta,3.5,66,7.66,2018
7087,Red,Bacca Nera 2018,Italy,Veneto,Corte Figaretto,3.8,66,8.5,2018
7088,Red,Lillovè Cannonau di Sardegna 2018,Italy,Cannonau di Sardegna,Gabbas,3.6,66,10.9,2018
7089,Red,Shiraz 2017,South Africa,Coastal Region,Fairview,3.9,66,17.9,2017
7090,Red,Chianti Colli Senesi Riserva 2015,Italy,Chianti Colli Senesi,Poderi del Paradiso,4.1,66,15.3,2015
7091,Red,Rioja Reserva 2013,Spain,Rioja,Viña Bujanda,3.8,66,10.15,2013
7092,Red,Villa Mura Bardolino 2015,Italy,Bardolino,Sartori,2.8,66,7.32,2015
7093,Red,Beef & Liberty Malbec 2019,Argentina,Mendoza,The Beefsteak Club,3.6,66,8.41,2019
7094,Red,Ripa della Volta Valpolicella Ripasso 2016,Italy,Valpolicella Ripasso,Ottella,4.1,66,20.27,2016
7095,Red,Grès de Montpellier 2016,France,Languedoc,Mas des Mas,3.8,66,16.47,2016
7096,Red,Te Muna Aroha 2014,New Zealand,Martinborough,Craggy Range,4.3,66,85.27,2014
7097,Red,Haideboden Frauenkirchner 2016,Austria,Burgenland,Umathum,3.9,66,25.5,2016
7098,Red,Cabernet Sauvignon - Merlot 2016,South Africa,Paarl,Rupert & Rothschild,4.1,66,16.9,2016
7099,Red,Stibadium Nero di Troia 2013,Italy,San Severo,Coppadoro,3.9,66,25.1,2013
7100,Red,Extra Libre 2017,France,Cahors,Château du Cèdre,3.7,66,16.9,2017
7101,Red,Borgo Thaulero Montepulciano d'Abruzzo 2018,Italy,Montepulciano d'Abruzzo,Casal Thaulero,3.8,66,4.45,2018
7102,Red,Heideboden Rot 2017,Austria,Burgenland,Claus Preisinger,4.1,66,15.75,2017
7103,Red,Pinot Noir 2016,New Zealand,Marlborough,Te Whare Ra,3.8,66,29.95,2016
7104,Red,Noon Eclipse 2011,Australia,South Australia,Noon,4.1,66,68.9,2011
7105,Red,L'Arcione 2010,Italy,Colli Orientali del Friuli,La Tunella,4,66,28.26,2010
7106,Red,Barolo Bussia Cicala 2015,Italy,Barolo,Aldo Conterno,4.4,66,129.01,2015
7107,Red,El Abuelo de Piqueras Crianza 2017,Spain,Almansa,Bodegas Piqueras,4,66,6.75,2017
7108,Red,Hermitage Monier de la Sizeranne 2003,France,Hermitage,M. Chapoutier,4.2,66,62.95,2003
7109,Red,Mar i Muntanya 2014,France,Côtes Catalanes,Domaine de l'Horizon,3.6,66,9.25,2014
7110,Red,Cabernet Sauvignon 2018,Chile,Colchagua Valley,Montes Alpha,3.7,66,12.95,2018
7111,Red,Bachgart Blauburgunder 2014,Italy,Südtirol - Alto Adige,Klaus Lentsch,3.7,66,42.9,2014
7112,Red,Les Carlines Terrasses du Larzac 2013,France,Terrasses du Larzac,Mas Haut-Buis,3.6,66,9,2013
7113,Red,Zinfandel 2014,United States,Monterey,Craftwork,3.6,66,14.99,2014
7114,Red,Tete de Cuvée Pinot Noir 2013,South Africa,Walker Bay,Bouchard Finlayson,4.3,66,95,2013
7115,Red,Crianza (Selección Crianza) 2014,Spain,Campo de Borja,Borsao,3.9,660,8.85,2014
7116,Red,Gran Reserva Merlot 2015,Chile,Maipo Valley,Carmen,3.7,660,12.6,2015
7117,Red,Salice Salentino Riserva 2016,Italy,Salice Salentino,Il Tauro,3.6,661,6.3,2016
7118,Red,Haut-Médoc 2015,France,Haut-Médoc,Château Lanessan,3.6,661,16.9,2015
7119,Red,Barbera d'Alba Tre Vigne 2017,Italy,Barbera d'Alba,Vietti,3.9,662,16.9,2017
7120,Red,Lourens River Valley 2009,South Africa,Stellenbosch,Morgenster Estate,4.1,662,19.45,2009
7121,Red,Cabernet Sauvignon 2015,United States,Columbia Valley,Chateau Ste. Michelle,3.8,6629,13.57,2015
7122,Red,Bordeaux Supérieur 2016,France,Bordeaux Supérieur,Château Pierrail,3.9,664,13.5,2016
7123,Red,Barco Reale di Carmignano 2016,Italy,Barco Reale di Carmignano,Capezzana,3.7,664,9.9,2016
7124,Red,Cabernet Sauvignon 2018,Chile,Colchagua Valley,Los Vascos,3.6,666,9.4,2018
7125,Red,Crianza 2015,Spain,Rioja,Altos Ibéricos,3.8,6662,27.9,2015
7126,Red,Tempranillo 2012,Spain,Rioja,Rolland & Galarreta 'R&G',3.9,667,12.53,2012
7127,Red,Margaux 2005,France,Margaux,Château Labégorce,4,667,57.95,2005
7128,Red,Aconcagua Valley 2014,Chile,Aconcagua Valley,Sena,4.4,667,112.1,2014
7129,Red,Rosso di Montalcino 2015,Italy,Rosso di Montalcino,Poggio San Polo,3.9,667,17.06,2015
7130,Red,Castello di Brolio Gran Selezione Chianti Classico 2015,Italy,Chianti Classico,Ricasoli,4.2,668,37.9,2015
7131,Red,Rosso di Montalcino 2015,Italy,Rosso di Montalcino,Argiano,3.8,668,14.45,2015
7132,Red,Margaux (Grand Cru Classé) 2014,France,Margaux,Château Brane-Cantenac,4.1,669,58.44,2014
7133,Red,Diamond Label Shiraz 2017,Australia,South Australia,Rosemount,3.4,669,9.26,2017
7134,Red,Nuits-Saint-Georges Vieilles Vignes 2012,France,Nuits-Saint-Georges,Maison Roche de Bellene,4,67,43,2012
7135,Red,Clos Triguedina Malbec 2016,France,Cahors,Jean-Luc Baldès,3.8,67,24.95,2016
7136,Red,Rioja Crianza 2015,Spain,Rioja,Marques de Mundaiz,3.7,67,8,2015
7137,Red,Pinot Noir 2017,Israel,Galilee,Yarden,3.9,67,26.21,2017
7138,Red,Cuvée Bertrand 2015,Austria,Niederösterreich,Schloss Gobelsburg,3.6,67,13.43,2015
7139,Red,Vale da Mata Tinto 2016,Portugal,Lisboa,Herdade do Rocim,3.9,67,11.48,2016
7140,Red,Sélection Spéciale Grenache - Syrah - Mourvèdre 2017,France,Pays d'Oc,Les Jamelles,3.8,67,13.37,2017
7141,Red,Toscana Rosso 2017,Italy,Toscana,Ricasoli,3.2,67,7.75,2017
7142,Red,Les Capitelles Costières de Nîmes Rouge 2015,France,Costières-de-Nîmes,Château Mourgues du Grès,3.9,67,16.9,2015
7143,Red,Oak Cask Syrah 2018,Argentina,Mendoza,Trapiche,3.8,67,7.96,2018
7144,Red,More 2015,Italy,delle Venezie,Collavini,4,67,12.99,2015
7145,Red,Merlot - Cabernet Sauvignon Buzet 2015,France,Buzet,Lionel Osmin & Cie,3.4,67,8.9,2015
7146,Red,Santa Cruz de Artazu 2015,Spain,Navarra,Artadi,3.9,67,28.95,2015
7147,Red,Sud Primitivo di Manduria 2018,Italy,Primitivo di Manduria,San Marzano,3.9,67,6.99,2018
7148,Red,Brunello di Montalcino Riserva 2012,Italy,Brunello di Montalcino,Poggio Antico,4.4,67,99.53,2012
7149,Red,Brunello di Montalcino Vigna di Fiore 2011,Italy,Brunello di Montalcino,Fattoria dei Barbi,4.1,67,55.19,2011
7150,Red,Saint-Estephe de Calon-Ségur 2014,France,Saint-Estèphe,Château Calon-Ségur,3.6,67,28.83,2014
7151,Red,Pomerol 2012,France,Pomerol,Château Prieurs de la Commanderie,4.2,67,33.9,2012
7152,Red,Niccolò V Colli di Luni Rosso 2015,Italy,Colli di Luni,Lvnae,3.5,67,15.65,2015
7153,Red,Côtes de Gascogne Tannat - Merlot 2018,France,Côtes de Gascogne,Horgelus,3.8,67,6.09,2018
7154,Red,Pegaso Barrancos de Pizarra 2013,Spain,Castilla y León,Telmo Rodriguez,3.9,67,28.5,2013
7155,Red,Tempranillo 2018,Spain,Rioja Alta,Tarón,3.3,67,5.76,2018
7156,Red,Ca'Marcanda Bolgheri 2016,Italy,Bolgheri,Gaja,4.2,67,120,2016
7157,Red,Syrah 2017,Chile,Central Valley,Carmen,3.6,67,6.75,2017
7158,Red,Random Unexpected Red 2016,Chile,Colchagua Valley,Polkura,3.3,67,14.13,2016
7159,Red,Manastir 2017,Turkey,Southeastern Anatolia,Shiluh,4,67,13.6,2017
7160,Red,Vignaricco 2010,Italy,Colli Orientali del Friuli,Conte d'Attimis Maniago,3.9,67,22.99,2010
7161,Red,Dolcetto d'Alba 2013,Italy,Dolcetto d'Alba,Giacomo Fenocchio,3.5,67,9.6,2013
7162,Red,Réserve Bordeaux Rouge 2016,France,Bordeaux,Château Tour de Mirambeau,3.6,67,9.9,2016
7163,Red,Sicilia Nero d'Avola 2017,Italy,Terre Siciliane,Antonini Ceresa,3.5,67,5.5,2017
7164,Red,Brauneberger Mandelgraben Pinot Noir 2013,Germany,Mosel,Markus Molitor,3.9,67,29.95,2013
7165,Red,Spätburgunder 2018,Germany,Ahr,Meyer - Näkel,3.6,67,13.83,2018
7166,Red,Saint-Émilion Grand Cru 2012,France,Saint-Émilion Grand Cru,Château La Fleur de Jaugue,4.1,67,18.8,2012
7167,Red,Buzzard Kloof Syrah 2017,South Africa,Stellenbosch,Rustenberg,4.2,67,18.42,2017
7168,Red,Castel Firmian Teroldego Rotaliano 2018,Italy,Teroldego Rotaliano,Mezzacorona,3.6,67,7.58,2018
7169,Red,Webb 2012,South Africa,Stellenbosch,Neil Ellis,4.3,67,75,2012
7170,Red,The GSM 2017,South Africa,Stellenbosch,Simonsig,3.1,67,9.65,2017
7171,Red,Saracena Primitivo 2018,Italy,Primitivo di Manduria,Masseria Borgo dei Trulli,4.1,67,11.95,2018
7172,Red,Vitus Spätburgunder 2014,Germany,Baden,Heger,3.7,67,14.95,2014
7173,Red,Toscana Mediterra 2018,Italy,Toscana,Poggio Al Tesoro,3.8,67,12.9,2018
7174,Red,Pomerol 2015,France,Pomerol,Château Le Bon Pasteur,3.9,67,89.95,2015
7175,Red,Fiulot Barbera d'Asti 2018,Italy,Barbera d'Asti,Prunotto,3.7,670,11.48,2018
7176,Red,Vinsobres Les Cornuds 2015,France,Vinsobres,Famille Perrin,3.7,670,11.9,2015
7177,Red,Malbec 2019,Argentina,Mendoza,Alamos,3.7,671,7.31,2019
7178,Red,Terroir D'Altitude Syrah 2017,France,Languedoc-Roussillon,Fortant,3.8,671,8.71,2017
7179,Red,Alentejano Tinto 2014,Portugal,Alentejano,Monte do Pintor,3.9,671,16.38,2014
7180,Red,Crianza (Selección Crianza) 2015,Spain,Campo de Borja,Borsao,3.9,671,11.95,2015
7181,Red,Tignanello 2016,Italy,Toscana,Antinori,4.6,6711,109,2016
7182,Red,Keyneton Euphonium 2014,Australia,Eden Valley,Henschke,4.3,672,59.74,2014
7183,Red,Vertigo 2017,Italy,delle Venezie,Livio Felluga,3.7,672,13.95,2017
7184,Red,Ribera del Duero Crianza 2017,Spain,Ribera del Duero,Arzuaga,4.1,673,21.33,2017
